"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","list-view-header"
"https://www.hepsiemlak.com/izmir-bornova-rafet-pasa-kiralik/daire/139122-59","29","30.500","08-05-2025","Kiralık Daire","1 +
                          1","60 m²","3
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/5/7/2/5/4/4/757bc4790abc9fcbd215590a4bd1b62583dea580c94038ede7151dd72f7e0271a7a5cfdc3fe89b8a281ccfa47ad7e2c1.jpg","EİDS onaylı","İzmir / Bornova / Rafet Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/valora-gayrimenkul-139122","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/1/9/3/1/0c40b8c1-907a-4d42-9952-526892d0a8bb.jpg","Valora Gayrimenkul","Varyant Tower Bornova'da Sıfır Eşyalı 1+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-narlidere-ilica-kiralik/daire/42120-1210","35","45.000","08-05-2025","Kiralık Daire","3 +
                          1","160 m²","20
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/1/4/6/2/5/4/4/1745565104-813044-44526410.jpeg","EİDS onaylı","İzmir / Narlıdere / Ilıca Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Narlıderede 3+1 Üç Cepheli Jetermalli"
"https://www.hepsiemlak.com/izmir-bayrakli-tepekule-kiralik/daire/129267-495","32","26.000","08-05-2025","Kiralık Daire","3 +
                          1","130 m²","25
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/9/9/1/5/4/4/1745421273-736815-44519982.jpeg","EİDS onaylı","İzmir / Bayraklı / Tepekule Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bayraklı Smyrna Meydanı Site İçi 3+1 D.Gazlı 125m2"
"https://www.hepsiemlak.com/izmir-buca-kozagac-kiralik/daire/67273-4025","36","20.000","08-05-2025","Kiralık Daire","2 +
                          1","80 m²","4
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/3/0/2/5/4/4/6e56770d-20dc-4cac-b2c8-90e0c1bf37e4.jpg","EİDS onaylı","İzmir / Buca / Kozağaç Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Buca 233 Sokakta 2+1 Yerden Isıtma D.Gaz,K.Otopark,Asansör 4 Yaşında Köşe Kiralık Daire Esnafoğlunda"
"https://www.hepsiemlak.com/izmir-menemen-inonu-kiralik/daire/138721-129","16","15.000","08-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/4/9/0/5/4/4/1745246638726-44509426.jpg","EİDS onaylı","İzmir / Menemen / İnönü Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Seyrek'te Eşyalı Kiralık Sıfır 1+1 Daire !"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahariye-kiralik/daire/87653-833","36","24.000","08-05-2025","Kiralık Daire","2 +
                          1","105 m²","32
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/6/3/9/4/4/4/b8d7826a-0921-42f0-85ac-dd87ef70cd05.jpg","EİDS onaylı","İzmir / Karşıyaka / Bahariye Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Ara Kat Doğalgazlı Aydınlık Bakımlı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/6057-2365","60","650.000","08-05-2025","Kiralık Villa","3 +
                          1","150 m²","18
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/4/7/6/4/4/4/c11bc93a-fc11-417c-a85d-e772a9942bec.jpg","EİDS onaylı","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/class-emlak-alacati-6057","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/5/0/6/0/0/bf08ebce-ebb7-4f57-a063-a900b0d47a68.jpg","Class Emlak Alaçatı","Class'tan Alaçatı Göbene'de Müstakil Havuzlu Ve Çok Bakımlı 3+1 Dubleks Villa"
"https://www.hepsiemlak.com/izmir-konak-goztepe-kiralik/daire/78006-840","35","22.000","08-05-2025","Kiralık Daire","2 +
                          1","100 m²","40
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/8/8/4/4/4/4/62dde3d2-e74d-4a6d-97bc-bb88a96952d9.jpg","EİDS onaylı","İzmir / Konak / Göztepe Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Göztepe Kız Meslek Lisesi Karşısında Arakat Doğalgazlı Eşyalı Kiralık Daire."
"https://www.hepsiemlak.com/izmir-karsiyaka-demirkopru-kiralik/daire/26584-2821","35","34.000","08-05-2025","Kiralık Daire","3 +
                          1","140 m²","11
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/5/4/4/4/4/4/cbd7f2bf-2463-40d3-ba0e-5faf46a3c935.jpg","EİDS onaylı","İzmir / Karşıyaka / Demirköprü Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Karşıyaka Demirköprü İzban Yakını Boş 3+1 140m2 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-balcova-cetin-emec-kiralik/daire/86303-897","48","25.000","08-05-2025","Kiralık Daire","2 +
                          1","110 m²","30
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/4/5/4/4/4/4/ec6302ff-7ddc-42fd-84f6-0c02514eb4ab.jpg","EİDS onaylı","İzmir / Balçova / Çetin Emeç Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Balçova , Çetin Emeç , Öğretmenler Parkı Cepheli , Ara Kat ,Önünden Otobüs Ve Dolmuş Geçiyor."
"https://www.hepsiemlak.com/izmir-buca-vali-rahmi-bey-kiralik/daire/63598-212","23","20.000","08-05-2025","Kiralık Daire","1 +
                          1","50 m²","8
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/4/1/4/4/4/13752b4b-3dff-4f3f-a08b-f4a63e8b2e28.jpg","EİDS onaylı","İzmir / Buca / Vali Rahmi Bey Mah.","https://www.hepsiemlak.com/emlak-ofisi/arga-emlak-63598","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/9/5/3/6/0/43884c91-0788-40db-8f79-74968f7075ef.jpg","Arga Emlak","Arga'dan Buca Vali Rahmi Bey Mah.Eşyalı D.Gazlı Asansörlü  1+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bornova-barbaros-kiralik/daire/77374-476","36","41.000","08-05-2025","Kiralık Daire","2 +
                          1","144 m²","5
                        Yaşında","10. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Bornova / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/onsu-emlak-77374","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/7/3/7/7/0/a2eb9b0a-13e0-4dd1-8fec-ece0e60c2ad5.jpg","","Onsu Emlak","Bornova Dap Kulede Manzaralı  Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/izmir-narlidere-catalkaya-kiralik/villa/37033-3833","47","105.000","08-05-2025","Kiralık Villa","4 +
                          2","260 m²","12
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/3/0/7/3/0/a4f1ec69-3228-460d-bb5c-3373bf7c7b62.jpg","EİDS onaylı","İzmir / Narlıdere / Çatalkaya Mah.","https://www.hepsiemlak.com/emlak-ofisi/demet-emlak-37033","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Demet Emlak","Fırsat Narlıdere  Merkezde Bahçeli Teraslı Otoparklı Tadilatlı 4+2 Müstakil  Tribleks  Villa"
"https://www.hepsiemlak.com/izmir-konak-mehmet-ali-akman-kiralik/daire/5698-1080","31","40.000","07-05-2025","Kiralık Daire","4 +
                          1","165 m²","40
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","","EİDS onaylı","İzmir / Konak / Mehmet Ali Akman Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Üçkuyular İnönü Caddesinde 3.Arakat M.Kaloriferli Köşe 4+1 Konut"
"https://www.hepsiemlak.com/izmir-menemen-85-yil-cumhuriyet-kiralik/daire/43406-568","31","13.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/8/7/4/0/4/4/2b7034e3-aa25-480a-ac8b-6af96ed31e27.jpg","EİDS onaylı","İzmir / Menemen / 85. Yıl Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/eray-eroglu-43406","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/0/4/3/4/0/551b489f-4e4a-4abd-9b71-48baba6d303d.jpg","Eray Eroğlu","Seyrek Merkezde Doğalgazlı Ankastreli Asansörlü Kiralık 1+1 Daire"
"https://www.hepsiemlak.com/izmir-balcova-fevzi-cakmak-kiralik/daire/10374-4130","41","35.000","08-05-2025","Kiralık Daire","3 +
                          1","125 m²","30
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/2/6/3/8/3/4/1733843800729-43836264.jpg","EİDS onaylı","İzmir / Balçova / Fevzi Çakmak Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Kolej Ofis Gay. İçi Full Yapılı Jeotermalli Kiralık 3+1 Daire"
"https://www.hepsiemlak.com/izmir-guzelbahce-kahramandere-kiralik/villa/129369-101","32","120.000","07-05-2025","Kiralık Villa","5 +
                          2","600 m²","15
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/7/8/1/2/3/4/8d4e4c2c-dc22-4f45-8da1-8ed8c99a16fe.jpg","EİDS onaylı","İzmir / Güzelbahçe / Kahramandere Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Güzelbahçe Kahramandere Mahallesinde  Deniz Manzaralı 5+2 Kiralık Villa"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/125876-1253","60","60.000","07-05-2025","Kiralık Villa","4 +
                          1","400 m²","9
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/4/1/7/8/0/4/1696967184-509486-40871438.jpeg","EİDS onaylı","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-4-125876","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/7/8/5/2/1/0342d86e-fbb2-43c5-93c2-fa0deaffdebc.jpg","Kw Alesta-viya-orsa 4","Alaçatı Göbene’de Havuzlu 4+1 Lüks Eşyalı Akıllı Dubleks Villa"
"https://www.hepsiemlak.com/izmir-karsiyaka-latife-hanim-kiralik/daire/77059-1802","60","27.500","08-05-2025","Kiralık Daire","3 +
                          1","120 m²","Sıfır Bina","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/5/8/5/4/0/4/6e6a890e-eccf-40d1-b528-756810653d95.jpg","EİDS onaylı","İzmir / Karşıyaka / Latife Hanım Mah.","https://www.hepsiemlak.com/emlak-ofisi/aras-emlak-77059","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/5/0/7/7/0/30582f02-dbe6-4b5d-a5ae-8427f61f5a5e.jpg","Aras Emlak","İzmir Karşıyaka Zübeyde Hanım Mah. 3+1 Kiralık Dubleks Daire"
"https://www.hepsiemlak.com/izmir-cesme-alacati-kiralik/villa/36744-5020","57","375.000","07-05-2025","Kiralık Villa","4 +
                          1","160 m²","9
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/0/7/2/4/0/4/1d49c210-0dc1-425a-82b6-0adebe9cf640.jpg","EİDS onaylı","İzmir / Çeşme / Alaçatı Mah.","https://www.hepsiemlak.com/emlak-ofisi/arda-gayrimenkul-yatirim-danismanligi-36744","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/4/7/6/3/0/877a05ac-81bf-4041-917d-b7308f59f87f.jpg","Arda Gayrimenkul Yatırım Danışmanlığı","Alaçatı Göbene'de Ağustos Ayı Kiralık Özel Havuzlu Geniş Bahçeli Yeni Sıfır Tadilatlı 4+1 Lüks Villa"
"https://www.hepsiemlak.com/izmir-bornova-rafet-pasa-kiralik/daire/39049-652","50","45.000","08-05-2025","Kiralık Daire","3 +
                          1","165 m²","7
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/0/2/9/4/3/3/1746449402-937268-33492021.jpeg","EİDS onaylı","İzmir / Bornova / Rafet Paşa Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","İzmir Bornova Forum Avm Yakınında Süper Lüks Kiralık Daire"
"https://www.hepsiemlak.com/izmir-buca-efeler-kiralik/daire/24511-9444","33","26.000","08-05-2025","Kiralık Daire","3 +
                          1","135 m²","25
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/4/4/9/5/4/4/42acbd6b-68a2-43d7-a23d-6ca3ded21881.jpg","EİDS onaylı","İzmir / Buca / Efeler Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/5/4/2/0/3922f0dd-473c-43e4-b321-1b243510615a.jpg","Turyap Şirinyer","Forbes Caddesi'nde 3+1 Doğalgazlı 135 M2 Doğalgazlı Arakat Daire"
"https://www.hepsiemlak.com/izmir-buca-yenigun-kiralik/daire/51456-7364","33","20.000","08-05-2025","Kiralık Daire","3 +
                          1","160 m²","23
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/2/3/1/5/4/4/1745319559031-44513223.jpg","EİDS onaylı","İzmir / Buca / Yenigün Mah.","https://www.hepsiemlak.com/emlak-ofisi/my-house-emlak-51456","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/5/4/1/5/0/b17a9599-26cd-40ec-abb2-edc9b9c06cc3.jpg","My House Emlak","Buca Yenigün Mahallesi'nde 3+1 Müstakil Kiralık Daire"
"https://www.hepsiemlak.com/izmir-konak-mehmet-ali-akman-kiralik/daire/27947-7417","32","28.000","08-05-2025","Kiralık Daire","3 +
                          1","130 m²","28
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/1/4/9/5/4/4/023abd90-2307-4fed-94a5-7108dd881123.jpg","EİDS onaylı","İzmir / Konak / Mehmet Ali Akman Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Güzelyalı Orta Okul Karşısı 3+1 Mevki Yerde Kiralık Daire"
"https://www.hepsiemlak.com/izmir-buca-yigitler-kiralik/daire/122602-100","32","20.000","08-05-2025","Kiralık Daire","3 +
                          1","110 m²","7
                        Yaşında","Yarı Bodrum","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/2/6/5/4/0/4/1727198328-471657-40456216.jpeg","EİDS onaylı","İzmir / Buca / Yiğitler Mah.","https://www.hepsiemlak.com/emlak-ofisi/nadir-emlak-122602","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/0/6/2/2/1/38a79d98-13a7-4163-8cff-57103c8582ff.jpg","Nadir Emlak","Kiralık Buca Da Yiğitler Mah.3+1 110 M2 Doğalgazlı Açık Otoparkı Olan Merkez De Bir Daire"
"https://www.hepsiemlak.com/izmir-narlidere-catalkaya-kiralik/daire/30521-578","27","45.000","07-05-2025","Kiralık Daire","3 +
                          1","150 m²","13
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/6/2/9/5/4/4/1746639800-5999022-44592633.jpeg","EİDS onaylı","İzmir / Narlıdere / Çatalkaya Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Narlıdere’de Mevkii Yerde Doğal Gazlı Metroya Yakın Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bornova-evka-3-kiralik/daire/90799-672","31","37.500","08-05-2025","Kiralık Daire","3 +
                          1","150 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/0/8/6/5/4/4/1746211507117-44568080.jpg","EİDS onaylı","İzmir / Bornova / Evka 3 Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Zengin Emlaktan 3+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-bahriye-ucok-kiralik/daire/37612-865","31","40.000","08-05-2025","Kiralık Daire","2 +
                          1","70 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/2/9/3/4/4/4/1745839296-712607-44439294.jpeg","EİDS onaylı","İzmir / Karşıyaka / Bahriye Üçok Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","B. Üçok Karşıyaka Belediyesi Yakını Lüks Sıfır 2+1"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/112706-7456","31","55.000","08-05-2025","Kiralık Daire","2 +
                          1","90 m²","7
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/5/4/2/2/4/4/3ef27632-e90e-4ebf-8686-81f8ec651230.jpg","EİDS onaylı","İzmir / Karşıyaka / Yalı Mah.","https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-2-112706","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/0/7/2/1/1/c680c5a7-a39c-4217-b732-2444ffd214a5.jpg","Kw Alesta-viya-orsa 2","Mavişehir Modern 4 Sitesi Havuz Cephe Eşyalı 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-semikler-kiralik/daire/110285-393","30","28.500","08-05-2025","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/0/1/5/3/4/4/4/1744206832572-44435105.jpg","EİDS onaylı","İzmir / Karşıyaka / Şemikler Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Yeşim Emlaktan Karşıyaka Şemiklerde Kiralık 2+1 Lüks Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-esenlik-kiralik/daire/126086-230","30","28.000","07-05-2025","Kiralık Daire","2 +
                          1","100 m²","35
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/2/0/8/3/4/4/1742818456-781553-44380230.jpeg","EİDS onaylı","İzmir / Karabağlar / Esenlik Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Full Tadilatlı 2+1 Asansörlü Dogalğazlı Kiralık"
"https://www.hepsiemlak.com/izmir-menemen-85-yil-cumhuriyet-kiralik/daire/57038-1871","29","13.000","08-05-2025","Kiralık Daire","1 +
                          1","54 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/6/7/2/5/4/4/6011ed4a-d91f-4d6e-932a-5ee666a373bc.jpg","EİDS onaylı","İzmir / Menemen / 85. Yıl Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/eskidji-atasehir-bolge-ortakligi-57038","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/3/0/7/5/0/420860c6-b75c-4552-9cb3-bc4e15a1052b.jpg","Eskıdjı Ataşehir Bölge Ortaklığı","Seyrek Havuzlu Butik Sitede Kiralık 1+1 Arakat Köşe Sıfır Daire"
"https://www.hepsiemlak.com/izmir-karsiyaka-yali-kiralik/daire/123982-155","28","45.000","08-05-2025","Kiralık Daire","2 +
                          1","97 m²","10
                        Yaşında","10. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/8/6/9/3/4/4/3ae92bb9-bcac-42dd-964b-fa55d821200a.jpg","EİDS onaylı","İzmir / Karşıyaka / Yalı Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Mavişehir Optimus Sitesi 10 Ncu Katta Peyzaj Manzaralı Eşyalı & Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-adnan-suvari-kiralik/daire/10484-2849","27","26.000","08-05-2025","Kiralık Daire","3 +
                          1","145 m²","25
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/5/9/8/5/4/4/1746611705077-44589515.jpg","EİDS onaylı","İzmir / Karabağlar / Adnan Süvari Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","İzmir Hatay Basın Sitesı 3+1 Kombili 135m2 Bakımlı Köşe Daire"
"https://www.hepsiemlak.com/izmir-bornova-mevlana-kiralik/daire/2011-8073","23","24.000","08-05-2025","Kiralık Daire","1 +
                          1","55 m²","10
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/6/0/2/0/4/4/1736848735085-44020602.jpg","EİDS onaylı","İzmir / Bornova / Mevlana Mah.","https://www.hepsiemlak.com/emlak-ofisi/barka-gayrimenkul-2011","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/1/0/2/0/0/a9645aa5-455a-4931-8a90-1e7b107a2d28.jpg","Barka Gayrimenkul","Ege Üni. Dibinde Site İçinde Eşyalı Kapalı Otopark Güvenlik"
"https://www.hepsiemlak.com/izmir-cigli-evka-6-kiralik/daire/57124-527","22","16.000","08-05-2025","Kiralık Daire","2 +
                          1","86 m²","25
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İzmir / Çiğli / Evka - 6 Mah.","","","","","Evka-6'da 2+1 Deniz Manzaralı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-bornova-erzene-kiralik/daire/60930-2892","25","24.000","08-05-2025","Kiralık Daire","3 +
                          0","130 m²","19
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","","EİDS onaylı","İzmir / Bornova / Erzene Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Bornova Erzene Mah Atadurağın Da 3+1 Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/izmir-karabaglar-basin-sitesi-kiralik/daire/9764-8603","25","35.000","07-05-2025","Kiralık Daire","3 +
                          1","135 m²","27
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/6/7/9/0/0/633853af-7688-4cf3-93f5-f98557e6e1e8.jpg","EİDS onaylı","İzmir / Karabağlar / Basın Sitesi Mah.","https://www.hepsiemlak.com/emlak-ofisi/ilhan-emlak-9764","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","İlhan Emlak","İlhan'dan Basınsitesi Huzurevi Karşısında Geniş 3+1 Otoparklı Daire"
"https://www.hepsiemlak.com/izmir-cigli-atasehir-kiralik/daire/60491-585","25","33.000","08-05-2025","Kiralık Daire","3 +
                          1","135 m²","8
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/2/7/6/4/4/4/1744611450970-44467281.jpg","EİDS onaylı","İzmir / Çiğli / Ataşehir Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Kiralık Daire"
"https://www.hepsiemlak.com/izmir-cigli-balatcik-kiralik/daire/150679-74","25","26.000","08-05-2025","Kiralık Daire","1 +
                          1","60 m²","Sıfır Bina","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/4/4/9/5/4/4/1746692638165-44594471.jpg","EİDS onaylı","İzmir / Çiğli / Balatçık Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Üniversite Yakını Sıfır Eşyalı Kiralık Daire"
